Raw file	m/z	Peaks / Da	Single peaks / Da	Isotope patterns / Da	Single isotope patterns / Da	SILAC pairs / Da	Identified SILAC pairs / Da	SILAC identification rate [%]	MS/MS / Da	Identified MS/MS / Da	Identification rate [%]
PR489_Michele_2020316_SPL4-2_r1	156	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	157	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	158	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	159	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	160	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	161	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	162	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	163	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	164	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	165	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	166	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	167	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	168	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	169	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	170	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	171	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	172	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	173	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	174	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	175	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	176	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	177	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	178	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	179	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	180	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	181	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	182	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	183	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	184	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	185	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	186	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	187	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	188	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	189	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	190	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	191	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	192	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	193	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	194	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	195	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	196	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	197	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	198	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	199	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	200	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	201	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	202	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	203	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	204	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	205	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	206	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	207	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	208	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	209	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	210	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	211	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	212	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	213	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	214	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	215	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	216	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	217	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	218	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	219	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	220	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	221	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	222	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	223	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	224	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	225	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	226	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	227	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	228	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	229	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	230	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	231	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	232	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	233	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	234	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	235	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	236	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	237	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	238	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	239	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	240	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	241	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	242	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	243	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	244	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	245	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	246	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	247	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	248	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	249	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	250	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	251	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	252	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	253	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	254	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	255	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	256	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	257	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	258	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	259	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	260	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	261	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	262	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	263	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	264	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	265	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	266	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	267	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	268	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	269	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	270	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL4-2_r1	271	42.49	1.709	3.586	0	0.1793	0.02607	14.54	0.1575	0.04679	29.71
PR489_Michele_2020316_SPL4-2_r1	272	84.97	3.417	7.171	0	0.3586	0.05214	14.54	0.315	0.09357	29.71
PR489_Michele_2020316_SPL4-2_r1	273	127.5	5.126	10.76	0	0.5379	0.07821	14.54	0.4725	0.1404	29.71
PR489_Michele_2020316_SPL4-2_r1	274	169.9	6.834	14.34	0	0.7171	0.1043	14.54	0.63	0.1871	29.71
PR489_Michele_2020316_SPL4-2_r1	275	212.4	8.543	17.93	0	0.8964	0.1304	14.54	0.7875	0.2339	29.71
PR489_Michele_2020316_SPL4-2_r1	276	254.9	10.25	21.51	0	1.076	0.1564	14.54	0.945	0.2807	29.71
PR489_Michele_2020316_SPL4-2_r1	277	297.4	11.96	25.1	0	1.255	0.1825	14.54	1.103	0.3275	29.71
PR489_Michele_2020316_SPL4-2_r1	278	339.9	13.67	28.69	0	1.434	0.2086	14.54	1.26	0.3743	29.71
PR489_Michele_2020316_SPL4-2_r1	279	382.4	15.38	32.27	0	1.614	0.2346	14.54	1.418	0.4211	29.71
PR489_Michele_2020316_SPL4-2_r1	280	424.9	17.09	35.86	0	1.793	0.2607	14.54	1.575	0.4679	29.71
PR489_Michele_2020316_SPL4-2_r1	281	467.3	18.79	39.44	0	1.972	0.2868	14.54	1.733	0.5146	29.71
PR489_Michele_2020316_SPL4-2_r1	282	509.8	20.5	43.03	0	2.151	0.3129	14.54	1.89	0.5614	29.71
PR489_Michele_2020316_SPL4-2_r1	283	552.3	22.21	46.61	0	2.331	0.3389	14.54	2.048	0.6082	29.71
PR489_Michele_2020316_SPL4-2_r1	284	594.8	23.92	50.2	0	2.51	0.365	14.54	2.205	0.655	29.71
PR489_Michele_2020316_SPL4-2_r1	285	637.3	25.63	53.79	0	2.689	0.3911	14.54	2.363	0.7018	29.71
PR489_Michele_2020316_SPL4-2_r1	286	679.8	27.34	57.37	0	2.869	0.4171	14.54	2.52	0.7486	29.71
PR489_Michele_2020316_SPL4-2_r1	287	722.3	29.05	60.96	0	3.048	0.4432	14.54	2.678	0.7954	29.71
PR489_Michele_2020316_SPL4-2_r1	288	764.7	30.75	64.54	0	3.227	0.4693	14.54	2.835	0.8421	29.71
PR489_Michele_2020316_SPL4-2_r1	289	807.2	32.46	68.13	0	3.406	0.4954	14.54	2.993	0.8889	29.71
PR489_Michele_2020316_SPL4-2_r1	290	849.7	34.17	71.71	0	3.586	0.5214	14.54	3.15	0.9357	29.71
PR489_Michele_2020316_SPL4-2_r1	291	958.2	38.35	82.17	0	4.109	0.6314	15.37	3.509	1.126	32.08
PR489_Michele_2020316_SPL4-2_r1	292	1067	42.53	92.63	0	4.631	0.7414	16.01	3.869	1.316	34.01
PR489_Michele_2020316_SPL4-2_r1	293	1175	46.71	103.1	0	5.154	0.8514	16.52	4.228	1.506	35.61
PR489_Michele_2020316_SPL4-2_r1	294	1284	50.89	113.5	0	5.677	0.9614	16.94	4.587	1.696	36.97
PR489_Michele_2020316_SPL4-2_r1	295	1392	55.07	124	0	6.2	1.071	17.28	4.946	1.886	38.12
PR489_Michele_2020316_SPL4-2_r1	296	1501	59.25	134.5	0	6.723	1.181	17.57	5.306	2.076	39.12
PR489_Michele_2020316_SPL4-2_r1	297	1609	63.43	144.9	0	7.246	1.291	17.82	5.665	2.266	39.99
PR489_Michele_2020316_SPL4-2_r1	298	1718	67.61	155.4	0	7.769	1.401	18.04	6.024	2.456	40.76
PR489_Michele_2020316_SPL4-2_r1	299	1826	71.79	165.8	0	8.291	1.511	18.23	6.384	2.646	41.45
PR489_Michele_2020316_SPL4-2_r1	300	1935	75.97	176.3	0	8.814	1.621	18.4	6.743	2.836	42.06
PR489_Michele_2020316_SPL4-2_r1	301	2043	80.15	186.7	0	9.337	1.731	18.54	7.102	3.026	42.6
PR489_Michele_2020316_SPL4-2_r1	302	2152	84.33	197.2	0	9.86	1.841	18.68	7.461	3.216	43.1
PR489_Michele_2020316_SPL4-2_r1	303	2260	88.51	207.7	0	10.38	1.951	18.79	7.821	3.406	43.55
PR489_Michele_2020316_SPL4-2_r1	304	2369	92.69	218.1	0	10.91	2.061	18.9	8.18	3.596	43.96
PR489_Michele_2020316_SPL4-2_r1	305	2477	96.87	228.6	0	11.43	2.171	19	8.539	3.786	44.33
PR489_Michele_2020316_SPL4-2_r1	306	2586	101	239	0	11.95	2.281	19.09	8.899	3.976	44.68
PR489_Michele_2020316_SPL4-2_r1	307	2694	105.2	249.5	0	12.47	2.391	19.17	9.258	4.166	45
PR489_Michele_2020316_SPL4-2_r1	308	2803	109.4	259.9	0	13	2.501	19.25	9.617	4.356	45.29
PR489_Michele_2020316_SPL4-2_r1	309	2911	113.6	270.4	0	13.52	2.611	19.32	9.976	4.546	45.56
PR489_Michele_2020316_SPL4-2_r1	310	3020	117.8	280.9	0	14.04	2.721	19.38	10.34	4.736	45.82
PR489_Michele_2020316_SPL4-2_r1	311	3121	121.4	292.7	0	14.63	2.808	19.19	10.71	4.884	45.59
PR489_Michele_2020316_SPL4-2_r1	312	3222	125.1	304.5	0	15.22	2.894	19.01	11.09	5.032	45.38
PR489_Michele_2020316_SPL4-2_r1	313	3323	128.7	316.3	0	15.81	2.98	18.84	11.46	5.18	45.18
PR489_Michele_2020316_SPL4-2_r1	314	3424	132.4	328.1	0	16.4	3.066	18.69	11.84	5.329	45
PR489_Michele_2020316_SPL4-2_r1	315	3525	136	339.9	0	16.99	3.152	18.55	12.22	5.477	44.83
PR489_Michele_2020316_SPL4-2_r1	316	3626	139.7	351.7	0	17.58	3.238	18.41	12.59	5.625	44.66
PR489_Michele_2020316_SPL4-2_r1	317	3726	143.3	363.5	0	18.18	3.324	18.29	12.97	5.773	44.51
PR489_Michele_2020316_SPL4-2_r1	318	3827	147	375.3	0	18.77	3.41	18.17	13.35	5.921	44.36
PR489_Michele_2020316_SPL4-2_r1	319	3928	150.6	387.1	0	19.36	3.496	18.06	13.72	6.07	44.23
PR489_Michele_2020316_SPL4-2_r1	320	4029	154.3	398.9	0	19.95	3.582	17.96	14.1	6.218	44.1
PR489_Michele_2020316_SPL4-2_r1	321	4130	157.9	410.7	0	20.54	3.668	17.86	14.48	6.366	43.98
PR489_Michele_2020316_SPL4-2_r1	322	4231	161.6	422.5	0	21.13	3.754	17.77	14.85	6.514	43.86
PR489_Michele_2020316_SPL4-2_r1	323	4332	165.2	434.4	0	21.72	3.84	17.68	15.23	6.663	43.75
PR489_Michele_2020316_SPL4-2_r1	324	4433	168.9	446.2	0	22.31	3.926	17.6	15.61	6.811	43.64
PR489_Michele_2020316_SPL4-2_r1	325	4534	172.5	458	0	22.9	4.013	17.52	15.98	6.959	43.54
PR489_Michele_2020316_SPL4-2_r1	326	4635	176.2	469.8	0	23.49	4.099	17.45	16.36	7.107	43.45
PR489_Michele_2020316_SPL4-2_r1	327	4736	179.8	481.6	0	24.08	4.185	17.38	16.73	7.255	43.35
PR489_Michele_2020316_SPL4-2_r1	328	4837	183.5	493.4	0	24.67	4.271	17.31	17.11	7.404	43.27
PR489_Michele_2020316_SPL4-2_r1	329	4938	187.1	505.2	0	25.26	4.357	17.25	17.49	7.552	43.18
PR489_Michele_2020316_SPL4-2_r1	330	5038	190.8	517	0	25.85	4.443	17.19	17.86	7.7	43.1
PR489_Michele_2020316_SPL4-2_r1	331	5138	194.5	527.4	0	26.37	4.534	17.19	18.23	7.86	43.11
PR489_Michele_2020316_SPL4-2_r1	332	5238	198.3	537.9	0	26.89	4.625	17.2	18.6	8.021	43.11
PR489_Michele_2020316_SPL4-2_r1	333	5338	202	548.3	0	27.42	4.716	17.2	18.98	8.181	43.11
PR489_Michele_2020316_SPL4-2_r1	334	5438	205.7	558.8	0	27.94	4.807	17.21	19.35	8.341	43.12
PR489_Michele_2020316_SPL4-2_r1	335	5538	209.5	569.2	0	28.46	4.898	17.21	19.72	8.502	43.12
PR489_Michele_2020316_SPL4-2_r1	336	5638	213.2	579.7	0	28.98	4.989	17.21	20.09	8.662	43.12
PR489_Michele_2020316_SPL4-2_r1	337	5738	217	590.1	0	29.5	5.08	17.22	20.46	8.823	43.13
PR489_Michele_2020316_SPL4-2_r1	338	5838	220.7	600.5	0	30.03	5.171	17.22	20.83	8.983	43.13
PR489_Michele_2020316_SPL4-2_r1	339	5938	224.4	611	0	30.55	5.263	17.23	21.2	9.143	43.13
PR489_Michele_2020316_SPL4-2_r1	340	6038	228.2	621.4	0	31.07	5.354	17.23	21.57	9.304	43.14
PR489_Michele_2020316_SPL4-2_r1	341	6137	231.9	631.9	0	31.59	5.445	17.23	21.94	9.464	43.14
PR489_Michele_2020316_SPL4-2_r1	342	6237	235.7	642.3	0	32.12	5.536	17.24	22.31	9.624	43.14
PR489_Michele_2020316_SPL4-2_r1	343	6337	239.4	652.8	0	32.64	5.627	17.24	22.68	9.785	43.14
PR489_Michele_2020316_SPL4-2_r1	344	6437	243.1	663.2	0	33.16	5.718	17.24	23.05	9.945	43.15
PR489_Michele_2020316_SPL4-2_r1	345	6537	246.9	673.6	0	33.68	5.809	17.25	23.42	10.11	43.15
PR489_Michele_2020316_SPL4-2_r1	346	6637	250.6	684.1	0	34.2	5.9	17.25	23.79	10.27	43.15
PR489_Michele_2020316_SPL4-2_r1	347	6737	254.4	694.5	0	34.73	5.991	17.25	24.16	10.43	43.15
PR489_Michele_2020316_SPL4-2_r1	348	6837	258.1	705	0	35.25	6.082	17.26	24.53	10.59	43.16
PR489_Michele_2020316_SPL4-2_r1	349	6937	261.8	715.4	0	35.77	6.173	17.26	24.9	10.75	43.16
PR489_Michele_2020316_SPL4-2_r1	350	7037	265.6	725.9	0	36.29	6.264	17.26	25.27	10.91	43.16
PR489_Michele_2020316_SPL4-2_r1	351	7129	268.9	736.3	0	36.81	6.336	17.21	25.65	11.03	42.99
PR489_Michele_2020316_SPL4-2_r1	352	7222	272.3	746.7	0	37.33	6.407	17.16	26.03	11.15	42.82
PR489_Michele_2020316_SPL4-2_r1	353	7314	275.7	757.1	0	37.85	6.479	17.11	26.41	11.27	42.65
PR489_Michele_2020316_SPL4-2_r1	354	7406	279	767.5	0	38.37	6.55	17.07	26.8	11.39	42.49
PR489_Michele_2020316_SPL4-2_r1	355	7499	282.4	777.9	0	38.89	6.621	17.02	27.18	11.51	42.34
PR489_Michele_2020316_SPL4-2_r1	356	7591	285.8	788.3	0	39.41	6.693	16.98	27.56	11.63	42.18
PR489_Michele_2020316_SPL4-2_r1	357	7684	289.1	798.7	0	39.94	6.764	16.94	27.94	11.74	42.04
PR489_Michele_2020316_SPL4-2_r1	358	7776	292.5	809.1	0	40.46	6.836	16.9	28.32	11.86	41.89
PR489_Michele_2020316_SPL4-2_r1	359	7869	295.9	819.5	0	40.98	6.907	16.86	28.7	11.98	41.75
PR489_Michele_2020316_SPL4-2_r1	360	7961	299.2	829.9	0	41.5	6.979	16.82	29.08	12.1	41.62
PR489_Michele_2020316_SPL4-2_r1	361	8053	302.6	840.3	0	42.02	7.05	16.78	29.46	12.22	41.49
PR489_Michele_2020316_SPL4-2_r1	362	8146	306	850.7	0	42.54	7.121	16.74	29.84	12.34	41.36
PR489_Michele_2020316_SPL4-2_r1	363	8238	309.3	861.2	0	43.06	7.193	16.71	30.23	12.46	41.23
PR489_Michele_2020316_SPL4-2_r1	364	8331	312.7	871.6	0	43.58	7.264	16.67	30.61	12.58	41.11
PR489_Michele_2020316_SPL4-2_r1	365	8423	316.1	882	0	44.1	7.336	16.63	30.99	12.7	40.99
PR489_Michele_2020316_SPL4-2_r1	366	8516	319.4	892.4	0	44.62	7.407	16.6	31.37	12.82	40.87
PR489_Michele_2020316_SPL4-2_r1	367	8608	322.8	902.8	0	45.14	7.479	16.57	31.75	12.94	40.76
PR489_Michele_2020316_SPL4-2_r1	368	8700	326.2	913.2	0	45.66	7.55	16.54	32.13	13.06	40.65
PR489_Michele_2020316_SPL4-2_r1	369	8793	329.5	923.6	0	46.18	7.621	16.5	32.51	13.18	40.54
PR489_Michele_2020316_SPL4-2_r1	370	8885	332.9	934	0	46.7	7.693	16.47	32.89	13.3	40.43
PR489_Michele_2020316_SPL4-2_r1	371	8960	335.6	942.5	0	47.13	7.738	16.42	33.22	13.39	40.29
PR489_Michele_2020316_SPL4-2_r1	372	9034	338.3	951	0	47.55	7.783	16.37	33.55	13.47	40.15
PR489_Michele_2020316_SPL4-2_r1	373	9108	341	959.5	0	47.98	7.828	16.32	33.88	13.56	40.02
PR489_Michele_2020316_SPL4-2_r1	374	9183	343.7	968	0	48.4	7.873	16.27	34.2	13.64	39.88
PR489_Michele_2020316_SPL4-2_r1	375	9257	346.4	976.5	0	48.83	7.918	16.22	34.53	13.73	39.75
PR489_Michele_2020316_SPL4-2_r1	376	9331	349.1	985	0	49.25	7.963	16.17	34.86	13.81	39.62
